interval_start_local,region,total_outage_mw,solar_price,wind_price,natural_gas_price,coal_price,nuclear_price,oil_price,hydro_price
2022-01-18,Western,3456.46,42.62,28.24,76.38,56.27,8.76,104.02,15.5
2022-01-19,Western,2734.97,40.02,24.19,72.55,55.31,6.68,111.43,6.52
2022-01-20,Western,2719.99,44.85,23.41,69.34,56.72,6.48,130.88,7.9
2022-01-21,Western,2548.88,35.45,31.9,75.49,60.5,9.32,134.01,11.06
2022-01-22,Western,3622.1,36.74,37.36,71.95,54.62,8.43,113.1,12.96
2022-01-23,Western,3988.94,40.5,17.08,65.44,53.43,7.17,122.83,17.43
2022-01-24,Western,2548.45,33.4,7.84,59.85,59.66,7.71,109.64,8.21
2022-01-25,Western,2925.5,31.25,39.65,59.73,65.7,8.62,93.5,8.53
2022-01-26,Western,2520.36,43.33,42.39,67.73,53.01,8.11,110.03,6.64
2022-01-27,Western,3007.36,44.18,22.26,50.91,66.4,7.93,119.89,12.87
2022-01-28,Western,3569.81,38.49,30.64,59.61,47.87,8.62,125.27,10.32
2022-01-29,Western,2527.47,41.14,29.65,53.25,66.05,8.47,103.42,7.96
2022-01-30,Western,2771.62,33.31,13.99,67.98,55.49,8.02,90.46,10.25
2022-01-31,Western,3677.79,35.74,15.9,77.37,55.44,6.47,98.48,9.48
2022-02-01,Western,3188.05,46.64,35.01,65.08,52.92,7.81,107.9,9.27
2022-02-02,Western,2744.21,39.98,30.33,61.44,58.31,7.44,111.51,11.6
2022-02-03,Western,2667.33,36.82,31.51,65.88,55.82,8.01,95.63,5.02
2022-02-04,Western,2609.19,43.65,29.63,68.17,51.1,8.79,111.26,9.84
2022-02-05,Western,2577.91,43.22,8.29,57.06,58.11,8.23,104.34,11.43
2022-02-06,Western,2887.05,44.56,22.45,75.86,46.87,7.31,94.69,10.59
2022-02-07,Western,2868.62,29.87,24.24,63.2,50.74,7.03,123.36,8.35
2022-02-08,Western,2614.55,36.92,25.62,83.16,53.11,9.45,135.76,10.82
2022-02-09,Western,2555.97,51.04,28.08,71.78,48.32,8.28,112.02,5.84
2022-02-10,Western,3049.4,37.5,25.24,75.35,58.44,10.14,94.45,8.56
2022-02-11,Western,2563.47,42.13,39.43,74.23,58.23,9.0,95.97,12.92
2022-02-12,Western,4180.97,47.69,26.17,86.39,50.08,7.97,90.68,6.66
2022-02-13,Western,2731.02,36.64,23.46,75.53,60.04,6.1,119.94,17.28
2022-02-14,Western,2502.44,36.37,27.64,61.64,48.96,8.95,98.06,8.24
2022-02-15,Western,3366.15,36.19,29.41,79.68,52.23,7.18,94.44,12.01
2022-02-16,Western,3265.7,41.23,29.82,76.26,60.41,8.97,97.56,11.9
2022-02-17,Western,2849.02,45.95,38.78,65.54,60.63,8.48,86.86,10.09
2022-02-18,Western,3194.48,40.6,31.93,55.84,53.22,7.03,114.45,12.79
2022-02-19,Western,2866.14,39.29,27.81,73.49,59.11,7.7,94.39,9.17
2022-02-20,Western,3869.06,44.74,24.39,49.99,59.15,10.56,124.37,6.97
2022-02-21,Western,6231.79,38.48,30.21,68.62,58.85,8.96,108.83,10.06
2022-02-22,Western,2643.5,35.48,36.02,59.22,63.41,8.96,124.29,9.52
2022-02-23,Western,2654.48,44.17,47.91,74.03,59.76,7.53,92.52,10.72
2022-02-24,Western,2989.63,43.59,29.03,81.54,56.53,7.41,112.21,8.4
2022-02-25,Western,2585.38,42.61,21.3,66.8,58.24,8.1,94.61,7.74
2022-02-26,Western,2557.03,35.32,13.08,72.36,51.01,6.46,139.06,12.18
2022-02-27,Western,2794.81,45.24,17.63,74.39,54.48,6.95,93.87,7.5
2022-02-28,Western,2644.6,40.55,17.36,63.8,64.1,8.31,111.98,7.17
2022-03-01,Western,2375.37,29.38,11.0,36.32,45.19,7.9,90.82,0.79
2022-03-02,Western,3351.56,32.13,32.55,49.54,49.64,8.38,58.74,7.62
2022-03-03,Western,2020.08,28.58,35.63,50.33,45.86,7.92,72.89,3.81
2022-03-04,Western,2112.6,21.28,18.94,50.41,45.51,7.32,107.34,6.93
2022-03-05,Western,1723.82,27.02,23.48,58.52,53.14,5.91,74.24,5.39
2022-03-06,Western,1601.16,37.07,33.02,52.46,48.3,8.21,104.47,4.68
2022-03-07,Western,2265.42,34.75,20.9,33.38,57.68,8.35,82.35,6.97
2022-03-08,Western,1583.32,32.65,19.37,32.93,52.7,7.09,60.81,1.13
2022-03-09,Western,1703.84,30.22,26.52,54.14,55.64,9.2,94.75,1.31
2022-03-10,Western,2092.84,31.08,33.86,56.6,47.45,8.11,89.05,9.68
2022-03-11,Western,1554.98,26.71,27.99,25.07,50.83,7.82,89.7,5.87
2022-03-12,Western,1525.05,40.82,20.22,57.06,45.05,8.39,96.2,1.34
2022-03-13,Western,1776.93,32.32,24.45,53.66,40.82,9.52,109.29,5.61
2022-03-14,Western,2132.44,31.48,27.45,51.53,44.27,10.02,94.7,9.8
2022-03-15,Western,2130.85,31.69,16.51,52.06,60.09,9.83,81.16,5.09
2022-03-16,Western,1926.43,32.15,13.49,53.67,49.98,8.7,91.81,5.69
2022-03-17,Western,2671.48,31.51,34.95,47.25,57.09,6.65,101.87,4.68
2022-03-18,Western,2181.81,30.77,12.85,51.16,51.24,9.27,85.02,1.67
2022-03-19,Western,1582.11,21.63,17.87,49.9,50.33,9.83,74.58,13.16
2022-03-20,Western,1924.24,29.01,20.09,32.64,54.55,8.72,85.62,4.2
2022-03-21,Western,3791.05,27.83,17.26,44.37,42.46,8.99,80.13,3.04
2022-03-22,Western,1987.13,21.32,24.66,71.03,56.61,8.72,84.07,5.74
2022-03-23,Western,2350.04,30.31,34.52,53.84,45.49,7.85,88.84,3.68
2022-03-24,Western,3018.95,23.4,29.78,38.34,55.88,6.95,111.02,5.89
2022-03-25,Western,2246.45,27.66,16.37,42.52,54.5,7.72,97.98,3.94
2022-03-26,Western,1967.43,36.1,25.41,51.28,51.25,6.66,72.07,4.11
2022-03-27,Western,1719.85,37.21,23.99,37.35,50.32,9.07,111.95,6.03
2022-03-28,Western,2026.14,20.6,30.62,44.53,48.52,9.6,113.09,11.03
2022-03-29,Western,1801.62,21.76,35.14,35.64,52.79,8.34,119.66,5.52
2022-03-30,Western,1869.91,37.2,30.53,33.69,47.27,7.04,79.92,1.16
2022-03-31,Western,2172.73,34.05,32.63,49.19,50.84,9.45,82.92,1.29
2022-04-01,Western,1540.02,26.4,39.35,22.79,61.59,6.74,76.91,5.43
2022-04-02,Western,2340.3,30.39,18.37,61.59,57.41,7.9,100.5,4.13
2022-04-03,Western,1599.78,21.18,35.75,36.89,44.49,8.61,105.56,5.2
2022-04-04,Western,1779.85,24.3,24.44,55.16,49.68,8.48,91.27,7.08
2022-04-05,Western,1532.98,35.91,16.87,34.21,44.37,7.74,84.71,3.35
2022-04-06,Western,1993.81,26.89,36.36,58.14,54.21,9.15,98.94,0.93
2022-04-07,Western,2114.44,29.92,26.94,43.79,48.32,6.53,69.46,6.35
2022-04-08,Western,2801.36,26.3,18.29,33.97,63.02,8.21,80.38,6.86
2022-04-09,Western,2130.46,27.79,23.57,62.45,48.26,9.44,108.55,9.52
2022-04-10,Western,1763.64,28.57,27.81,37.54,48.69,8.71,71.68,2.4
2022-04-11,Western,1868.72,26.99,25.23,36.54,60.82,8.37,80.44,1.79
2022-04-12,Western,2804.79,34.93,25.86,47.31,47.15,8.92,75.9,4.3
2022-04-13,Western,2437.91,25.4,16.29,41.66,41.82,9.76,86.81,3.26
2022-04-14,Western,2039.16,30.99,30.0,34.31,49.09,7.45,98.84,9.2
2022-04-15,Western,1920.0,33.63,31.44,41.49,46.91,8.49,89.93,2.46
2022-04-16,Western,2427.98,28.37,34.66,48.51,57.94,9.34,120.25,7.74
2022-04-17,Western,1573.57,25.99,6.36,39.54,45.87,9.29,99.89,7.02
2022-04-18,Western,1892.45,29.75,26.83,43.21,46.82,8.76,73.46,5.36
2022-04-19,Western,1555.78,33.6,40.76,38.91,52.75,8.51,97.09,6.71
2022-04-20,Western,1583.34,40.96,25.72,31.49,47.93,6.31,85.72,4.57
2022-04-21,Western,2904.94,39.4,17.1,43.7,55.49,8.63,62.31,9.05
2022-04-22,Western,3235.49,30.82,27.93,42.94,48.54,7.7,71.89,6.94
2022-04-23,Western,1561.58,31.26,16.99,42.13,48.87,8.51,88.87,-0.17
2022-04-24,Western,1539.93,26.12,24.8,36.55,48.65,7.47,100.17,6.14
2022-04-25,Western,1590.64,27.72,8.73,49.24,51.01,8.87,80.05,10.64
2022-04-26,Western,1583.17,33.48,21.52,51.31,44.68,7.64,91.05,-0.01
2022-04-27,Western,2148.49,34.87,14.81,57.7,47.21,7.38,84.51,3.1
2022-04-28,Western,1629.08,30.31,14.27,33.08,47.25,7.21,78.54,12.07
2022-04-29,Western,3113.41,37.84,23.72,46.23,48.39,6.74,114.23,2.52
2022-04-30,Western,1774.63,20.79,26.76,56.72,48.34,9.84,114.65,6.87
2022-05-01,Western,1513.45,35.52,34.08,36.36,52.82,9.57,85.11,1.11
2022-05-02,Western,1537.02,34.96,17.05,36.03,48.89,8.73,97.13,4.18
2022-05-03,Western,1800.14,19.88,27.62,57.84,66.14,7.75,60.67,2.96
2022-05-04,Western,1577.16,45.06,35.22,54.94,55.9,7.63,75.85,7.34
2022-05-05,Western,1615.9,28.98,16.64,43.01,47.05,6.53,98.89,5.1
2022-05-06,Western,1541.15,37.94,16.73,40.42,50.7,8.45,92.13,2.67
2022-05-07,Western,1787.26,28.96,11.22,43.89,48.47,8.76,102.3,7.24
2022-05-08,Western,1583.57,33.41,25.91,49.2,52.54,7.69,94.02,3.45
2022-05-09,Western,1510.51,34.29,33.57,36.49,53.21,7.86,63.97,5.63
2022-05-10,Western,2016.59,26.82,8.36,38.31,47.07,7.84,105.47,3.85
2022-05-11,Western,2139.12,37.57,36.52,35.49,48.11,7.59,106.31,3.68
2022-05-12,Western,1938.79,39.37,26.33,50.28,45.76,6.89,73.75,4.15
2022-05-13,Western,1704.29,31.3,28.46,26.75,45.28,7.94,71.3,-0.77
2022-05-14,Western,1915.34,23.34,13.3,31.73,53.54,5.91,83.75,5.58
2022-05-15,Western,1777.91,29.19,29.72,32.05,53.07,7.89,102.52,9.51
2022-05-16,Western,1958.51,23.25,31.2,58.09,48.35,8.72,83.88,0.57
2022-05-17,Western,1916.19,28.61,37.89,52.4,43.41,7.33,90.15,9.8
2022-05-18,Western,2108.22,29.88,23.8,22.9,54.08,7.79,96.77,2.93
2022-05-19,Western,2353.46,24.77,17.91,21.58,48.59,8.21,104.89,3.19
2022-05-20,Western,2321.13,26.98,20.22,41.7,52.05,9.0,101.26,6.63
2022-05-21,Western,1877.67,27.18,22.22,60.71,63.46,6.64,74.51,6.42
2022-05-22,Western,3432.89,28.37,22.25,58.16,47.5,9.0,118.23,1.91
2022-05-23,Western,1685.36,31.87,24.91,24.9,40.2,7.78,64.76,5.88
2022-05-24,Western,1559.44,34.66,24.64,49.84,46.02,7.68,96.43,5.36
2022-05-25,Western,2208.67,28.43,26.47,45.63,48.55,7.91,86.48,2.58
2022-05-26,Western,2154.65,29.94,36.53,57.12,52.83,7.05,105.36,5.08
2022-05-27,Western,2356.16,34.38,27.71,51.33,50.3,9.6,84.07,1.97
2022-05-28,Western,2775.58,35.67,21.29,49.72,53.93,9.24,89.15,7.2
2022-05-29,Western,1857.33,29.44,25.82,49.81,47.87,6.9,97.13,3.95
2022-05-30,Western,1742.91,25.19,12.57,44.78,49.57,9.06,105.74,5.81
2022-05-31,Western,1802.72,36.42,13.66,36.18,44.37,9.1,81.3,8.4
2022-06-01,Western,3633.46,32.03,41.14,69.35,51.42,9.57,105.7,10.42
2022-06-02,Western,2541.02,24.32,16.08,51.79,57.83,7.06,106.44,10.12
2022-06-03,Western,2927.98,34.54,18.49,63.95,52.04,10.4,88.18,8.39
2022-06-04,Western,3855.54,32.64,15.66,56.46,57.41,7.16,79.8,10.58
2022-06-05,Western,3332.73,22.95,26.13,44.17,53.67,8.41,87.57,9.66
2022-06-06,Western,2904.65,30.21,15.65,62.64,43.64,8.99,120.7,12.04
2022-06-07,Western,2963.32,33.83,37.03,47.32,44.14,7.32,89.25,5.49
2022-06-08,Western,3054.5,33.22,29.12,61.07,52.81,9.45,114.48,10.95
2022-06-09,Western,3389.27,32.09,27.41,65.83,41.84,7.92,84.44,12.48
2022-06-10,Western,3100.54,27.94,19.6,54.84,52.3,8.27,89.98,11.61
2022-06-11,Western,2612.36,21.79,14.98,77.54,47.53,10.49,84.21,3.51
2022-06-12,Western,3056.31,15.1,51.68,68.29,57.72,8.94,67.07,7.59
2022-06-13,Western,2570.94,30.42,27.95,51.26,55.9,7.63,94.27,8.93
2022-06-14,Western,3105.91,37.35,20.67,66.49,47.22,8.12,99.42,13.67
2022-06-15,Western,3260.75,30.5,20.79,48.11,45.84,6.88,79.1,6.21
2022-06-16,Western,2609.77,23.11,16.24,62.58,43.36,8.58,73.79,11.98
2022-06-17,Western,3280.17,32.49,20.71,58.24,52.32,7.27,105.28,0.14
2022-06-18,Western,2985.51,37.87,23.99,54.16,53.04,8.31,86.43,3.47
2022-06-19,Western,2587.16,23.16,31.93,71.71,55.23,7.6,101.17,15.38
2022-06-20,Western,3087.09,26.35,23.15,66.65,48.04,8.49,107.03,11.64
2022-06-21,Western,2765.13,29.25,34.49,66.16,49.03,7.99,90.5,10.58
2022-06-22,Western,2509.21,31.1,11.13,57.33,61.22,10.17,73.29,10.56
2022-06-23,Western,3930.02,28.85,25.72,48.22,44.32,8.75,63.49,11.31
2022-06-24,Western,2532.45,27.14,21.1,57.18,49.96,7.09,86.03,10.0
2022-06-25,Western,3276.99,27.51,23.65,43.97,50.09,9.01,89.49,10.42
2022-06-26,Western,3634.5,24.95,19.06,57.62,59.04,8.71,93.9,7.31
2022-06-27,Western,2750.43,22.51,22.48,77.17,46.97,7.18,77.84,12.75
2022-06-28,Western,2589.46,25.54,27.08,70.35,59.72,9.69,95.15,9.58
2022-06-29,Western,2942.06,31.25,24.77,68.0,44.03,7.9,78.56,11.05
2022-06-30,Western,2667.9,29.79,23.48,72.66,56.91,9.64,113.15,12.3
2022-07-01,Western,2553.28,30.13,29.23,67.88,56.77,6.25,81.49,9.33
2022-07-02,Western,2645.05,27.14,31.2,51.41,43.46,8.79,72.53,8.33
2022-07-03,Western,2510.08,25.38,33.88,62.65,49.86,8.19,89.5,10.15
2022-07-04,Western,3244.39,29.48,28.75,69.67,51.25,9.23,79.91,2.08
2022-07-05,Western,2525.16,34.1,24.18,51.18,59.96,8.08,103.48,4.89
2022-07-06,Western,2578.48,30.63,18.35,62.3,56.39,8.36,100.2,7.56
2022-07-07,Western,2500.2,30.31,38.27,69.61,52.51,8.34,83.03,10.95
2022-07-08,Western,2646.52,32.5,26.33,63.73,53.88,11.17,74.07,10.42
2022-07-09,Western,2690.29,25.52,20.2,61.28,46.4,8.62,84.83,14.91
2022-07-10,Western,2595.83,31.27,15.76,53.81,56.04,7.86,98.15,10.3
2022-07-11,Western,4697.23,34.26,10.33,66.11,54.88,6.8,91.75,9.7
2022-07-12,Western,2687.12,34.51,30.38,47.66,49.62,8.18,83.18,11.93
2022-07-13,Western,4700.24,30.18,36.64,54.16,41.48,6.78,71.3,12.87
2022-07-14,Western,2666.27,28.78,19.94,62.35,52.88,7.72,80.32,8.61
2022-07-15,Western,2685.19,31.27,28.16,52.48,52.84,7.03,106.37,14.57
2022-07-16,Western,3309.38,26.36,21.75,63.03,50.62,8.17,67.78,6.09
2022-07-17,Western,2932.76,28.91,28.65,56.78,54.37,5.84,106.11,13.55
2022-07-18,Western,2991.09,25.58,13.88,65.88,53.7,8.44,99.76,5.03
2022-07-19,Western,2797.35,27.98,9.6,49.97,49.17,8.48,86.08,16.64
2022-07-20,Western,2512.14,30.6,15.26,57.21,47.12,8.18,101.98,11.38
2022-07-21,Western,2629.26,20.94,16.8,76.16,50.08,8.86,85.1,16.22
2022-07-22,Western,2652.13,32.8,21.99,62.33,49.54,8.75,85.02,4.85
2022-07-23,Western,3416.96,23.22,22.92,50.9,52.35,9.96,84.75,9.17
2022-07-24,Western,2573.67,30.25,21.08,54.6,54.28,8.5,110.28,7.98
2022-07-25,Western,2858.36,21.91,22.49,65.62,51.96,9.68,95.96,13.54
2022-07-26,Western,2551.71,34.12,21.33,52.87,42.36,7.22,78.3,10.79
2022-07-27,Western,3207.37,24.05,45.27,56.55,49.5,9.59,100.62,9.7
2022-07-28,Western,2540.63,31.9,29.96,30.88,48.89,7.95,67.09,4.73
2022-07-29,Western,3121.89,29.85,23.98,63.3,45.38,8.82,92.44,7.8
2022-07-30,Western,2638.11,31.5,33.86,49.79,53.67,9.78,84.76,12.06
2022-07-31,Western,2673.24,18.67,20.88,65.5,45.8,5.97,91.15,5.39
2022-08-01,Western,2723.8,37.71,26.02,73.56,61.37,7.64,76.43,12.09
2022-08-02,Western,2521.41,37.85,19.25,78.21,50.32,6.69,116.71,2.84
2022-08-03,Western,2765.93,28.04,29.89,64.56,58.17,8.14,86.34,7.64
2022-08-04,Western,2551.74,31.87,11.41,74.78,52.91,8.86,94.49,12.85
2022-08-05,Western,2686.23,25.28,43.32,80.94,53.17,9.72,81.68,8.24
2022-08-06,Western,2518.94,34.06,20.77,44.46,46.46,9.41,100.51,11.65
2022-08-07,Western,3225.33,30.76,27.63,74.44,41.17,8.26,90.97,3.52
2022-08-08,Western,2602.59,28.38,19.16,60.47,47.47,7.02,80.5,8.92
2022-08-09,Western,3291.55,25.19,13.82,52.73,45.9,7.54,85.13,11.81
2022-08-10,Western,2557.09,18.26,32.96,52.86,49.56,7.49,84.25,11.78
2022-08-11,Western,3296.33,34.18,24.16,70.09,46.82,6.87,48.16,5.52
2022-08-12,Western,3950.05,30.97,16.91,68.69,47.59,9.03,86.29,8.94
2022-08-13,Western,2562.38,32.65,23.82,39.34,51.54,8.3,101.84,6.77
2022-08-14,Western,2725.68,22.66,23.55,75.81,40.31,7.97,118.57,9.52
2022-08-15,Western,2887.94,33.35,21.65,61.87,54.75,9.37,82.1,11.53
2022-08-16,Western,4276.24,33.26,21.16,56.52,49.5,8.56,89.47,8.19
2022-08-17,Western,3118.0,30.88,27.89,52.36,47.74,7.37,82.27,12.96
2022-08-18,Western,2574.56,27.21,36.37,65.33,56.71,9.01,85.58,14.59
2022-08-19,Western,3080.55,38.49,31.93,56.49,56.99,8.01,88.1,9.93
2022-08-20,Western,2628.52,32.15,17.85,55.36,53.14,8.5,92.23,10.19
2022-08-21,Western,3357.02,34.7,23.45,41.95,52.27,7.89,81.48,14.48
2022-08-22,Western,2756.61,28.22,35.86,45.69,46.42,6.62,105.89,11.1
2022-08-23,Western,2585.83,33.31,30.91,43.32,47.08,9.56,71.03,7.96
2022-08-24,Western,2634.07,27.77,34.85,65.18,48.07,8.69,100.63,8.5
2022-08-25,Western,2522.8,28.66,21.13,66.53,55.79,8.83,75.59,7.24
2022-08-26,Western,3302.64,35.13,46.14,62.38,48.22,8.22,102.32,5.86
2022-08-27,Western,3160.01,32.53,30.26,60.87,47.84,8.84,84.81,11.66
2022-08-28,Western,2540.15,29.34,15.98,62.79,53.35,8.87,82.44,9.59
2022-08-29,Western,2985.75,33.09,4.53,55.21,51.42,8.04,79.72,8.61
2022-08-30,Western,3331.59,25.97,11.05,45.9,47.89,7.29,89.23,11.7
2022-08-31,Western,2795.99,32.92,22.51,53.35,51.26,9.35,87.73,8.46
2022-09-01,Western,2109.18,43.63,24.34,55.13,48.69,9.96,93.44,9.85
2022-09-02,Western,2318.3,37.51,23.21,53.35,51.38,6.95,64.2,17.45
2022-09-03,Western,1848.15,23.65,25.32,39.94,42.55,7.67,82.43,12.9
2022-09-04,Western,2340.6,27.46,18.36,48.5,44.01,8.29,92.22,8.58
2022-09-05,Western,2318.26,29.89,31.24,35.36,50.37,6.6,72.87,16.99
2022-09-06,Western,2711.7,26.5,22.75,38.0,45.12,7.06,87.21,14.36
2022-09-07,Western,1561.06,34.0,37.63,32.47,58.26,7.48,114.95,5.38
2022-09-08,Western,2533.45,29.94,19.83,42.89,48.3,6.4,67.66,9.73
2022-09-09,Western,3844.57,23.87,28.21,38.7,53.02,7.92,86.62,14.82
2022-09-10,Western,1732.25,33.75,12.18,41.92,59.05,8.6,83.65,5.64
2022-09-11,Western,2148.89,26.85,19.49,50.28,52.49,7.49,89.19,11.26
2022-09-12,Western,2008.92,24.29,31.8,45.38,41.18,6.61,92.39,17.12
2022-09-13,Western,1533.78,24.99,38.25,53.41,60.95,9.55,77.49,8.8
2022-09-14,Western,2164.44,36.41,25.55,32.14,47.89,7.7,84.56,11.48
2022-09-15,Western,1833.56,27.22,18.78,50.47,45.55,7.01,81.94,9.54
2022-09-16,Western,1635.83,34.6,30.48,64.58,47.43,5.98,55.89,8.25
2022-09-17,Western,1945.42,22.89,25.48,47.57,49.94,8.45,99.11,11.5
2022-09-18,Western,2268.57,26.82,17.06,45.01,41.32,8.59,124.24,9.28
2022-09-19,Western,1637.2,35.99,18.81,48.44,50.69,7.14,97.89,12.71
2022-09-20,Western,2193.58,38.56,28.89,36.58,41.62,6.47,96.54,10.02
2022-09-21,Western,1710.22,31.57,35.43,36.85,40.8,7.08,85.96,5.97
2022-09-22,Western,3174.76,24.76,12.63,28.95,43.59,8.85,94.77,9.21
2022-09-23,Western,1789.86,33.08,20.26,19.81,44.99,9.66,100.71,11.57
2022-09-24,Western,1823.26,40.49,10.36,45.71,49.47,8.09,87.94,11.4
2022-09-25,Western,2514.41,24.49,27.43,49.84,50.2,9.0,86.9,11.59
2022-09-26,Western,2095.89,31.09,38.56,46.32,46.88,7.12,107.45,11.13
2022-09-27,Western,1581.46,22.72,41.89,60.74,46.76,9.52,77.9,10.34
2022-09-28,Western,1687.61,30.1,22.73,42.77,49.32,7.5,64.1,8.5
2022-09-29,Western,2270.66,32.78,26.99,55.97,58.99,7.39,96.37,9.08
2022-09-30,Western,2456.35,34.62,7.93,62.25,46.62,7.74,100.53,4.48
2022-10-01,Western,1754.36,28.84,18.16,56.29,60.65,9.49,79.59,9.77
2022-10-02,Western,1522.48,35.12,36.12,63.39,52.89,6.8,79.27,10.16
2022-10-03,Western,1656.28,27.37,26.93,51.56,50.28,6.81,76.74,10.68
2022-10-04,Western,1753.59,30.87,24.63,54.05,50.85,8.64,89.85,8.12
2022-10-05,Western,1768.89,28.32,36.95,47.28,50.03,8.55,86.2,9.88
2022-10-06,Western,1688.77,28.15,31.04,57.45,51.35,8.09,102.06,9.81
2022-10-07,Western,1728.37,34.55,22.82,47.66,53.55,7.62,64.05,15.99
2022-10-08,Western,2344.26,33.01,6.79,52.55,50.82,6.18,60.06,7.05
2022-10-09,Western,2037.49,26.76,30.78,30.46,50.05,7.76,56.9,9.21
2022-10-10,Western,3409.03,26.58,10.43,28.96,46.76,6.87,97.57,7.83
2022-10-11,Western,2076.39,27.9,23.91,46.12,51.98,9.31,87.89,9.67
2022-10-12,Western,2284.93,32.31,30.24,44.86,56.16,8.62,96.18,12.26
2022-10-13,Western,1892.77,32.76,33.22,55.81,42.6,7.12,90.16,11.76
2022-10-14,Western,1568.98,24.62,9.63,56.02,53.82,9.11,110.02,9.09
2022-10-15,Western,3806.34,25.39,35.27,55.38,51.47,7.46,105.72,11.71
2022-10-16,Western,1701.28,30.61,19.03,44.22,49.18,7.82,109.13,13.8
2022-10-17,Western,1578.55,20.59,13.23,39.57,50.49,8.21,85.25,12.6
2022-10-18,Western,1533.84,21.16,6.32,62.39,48.35,8.08,92.87,13.77
2022-10-19,Western,1746.04,26.65,18.56,36.95,50.73,6.49,83.89,8.07
2022-10-20,Western,2047.75,34.79,21.96,37.72,53.51,9.75,104.61,12.01
2022-10-21,Western,1658.17,28.85,27.89,50.01,61.8,9.05,85.13,9.82
2022-10-22,Western,1667.8,33.67,20.19,50.79,53.33,9.24,98.84,10.22
2022-10-23,Western,1649.78,27.37,27.23,48.82,51.52,9.18,111.5,7.77
2022-10-24,Western,1983.1,25.58,36.17,34.67,62.6,5.58,93.75,7.1
2022-10-25,Western,1622.84,27.85,29.21,41.13,43.46,8.21,75.95,7.26
2022-10-26,Western,2042.82,20.89,34.46,20.48,55.88,8.06,79.76,12.58
2022-10-27,Western,2155.67,33.28,16.32,57.9,52.5,8.73,64.38,16.61
2022-10-28,Western,1644.32,27.88,28.96,41.12,42.23,7.37,79.78,14.22
2022-10-29,Western,1814.78,25.11,23.33,18.13,38.85,6.97,87.36,7.27
2022-10-30,Western,2060.39,39.42,24.69,38.54,48.78,8.66,87.43,16.97
2022-10-31,Western,2171.66,34.92,34.15,35.44,42.64,9.13,72.49,15.14
2022-11-01,Western,1801.31,32.79,30.4,43.39,53.48,8.25,104.63,11.48
2022-11-02,Western,1656.4,20.83,28.04,37.12,42.88,8.82,79.99,10.52
2022-11-03,Western,2319.66,18.32,15.59,36.93,40.68,9.05,102.6,4.04
2022-11-04,Western,1583.33,29.82,19.06,55.06,51.29,6.7,83.29,11.03
2022-11-05,Western,3246.25,34.55,33.06,59.69,51.05,8.37,81.55,15.12
2022-11-06,Western,1721.72,35.84,24.66,42.31,52.35,6.64,74.47,13.44
2022-11-07,Western,1880.67,29.93,44.28,39.95,36.4,10.48,93.33,11.4
2022-11-08,Western,1606.15,35.69,22.02,41.5,56.8,7.47,91.07,8.38
2022-11-09,Western,1954.76,28.63,16.07,56.66,50.41,7.0,85.78,13.19
2022-11-10,Western,1577.28,30.32,23.67,52.27,44.2,9.49,80.57,11.46
2022-11-11,Western,2016.07,33.3,26.72,37.9,41.33,7.41,80.75,13.55
2022-11-12,Western,2379.25,26.89,27.84,46.15,45.35,6.92,77.25,15.21
2022-11-13,Western,2131.86,20.55,23.77,59.44,57.11,7.14,73.39,12.98
2022-11-14,Western,1881.89,33.33,27.61,41.11,43.88,10.06,103.25,8.62
2022-11-15,Western,1786.83,30.74,30.66,41.21,47.44,8.56,98.35,9.7
2022-11-16,Western,1646.6,26.4,28.71,41.21,45.58,7.57,95.29,12.77
2022-11-17,Western,1964.89,32.01,32.03,48.86,57.68,7.84,85.24,5.82
2022-11-18,Western,1908.79,30.36,16.14,54.42,47.79,6.22,92.66,16.02
2022-11-19,Western,1515.8,34.37,26.13,35.97,44.53,6.79,116.24,14.24
2022-11-20,Western,2628.18,29.8,12.71,57.53,47.05,7.87,91.82,2.69
2022-11-21,Western,1689.94,47.48,26.03,39.28,48.18,7.85,92.91,7.04
2022-11-22,Western,1702.18,22.57,20.94,48.49,47.56,7.51,92.62,10.71
2022-11-23,Western,2034.28,35.96,29.12,43.86,44.59,7.63,92.4,10.34
2022-11-24,Western,2382.43,23.48,31.27,40.76,46.37,8.81,82.45,12.03
2022-11-25,Western,2054.35,31.0,23.48,55.69,50.36,7.53,129.25,9.71
2022-11-26,Western,3223.8,30.85,29.33,46.55,56.24,6.9,79.98,6.66
2022-11-27,Western,1543.58,23.84,27.83,41.41,47.83,7.79,89.74,9.93
2022-11-28,Western,1616.03,22.69,24.04,36.92,58.4,7.18,95.74,7.13
2022-11-29,Western,1582.04,31.91,22.09,66.85,56.18,8.52,99.13,9.56
2022-11-30,Western,1567.16,33.43,10.7,35.12,37.62,8.06,89.37,11.96
2022-12-01,Western,3312.02,44.66,32.17,64.44,50.59,8.47,110.28,9.73
2022-12-02,Western,2842.41,35.32,26.41,68.57,56.73,7.75,100.85,4.75
2022-12-03,Western,3258.11,44.56,34.64,80.59,55.73,6.06,87.51,14.9
2022-12-04,Western,4153.92,45.24,33.9,64.91,56.37,7.41,125.62,8.69
2022-12-05,Western,2512.76,40.59,29.36,61.61,60.09,10.23,118.04,9.45
2022-12-06,Western,2626.25,44.25,30.86,58.41,47.76,5.78,124.35,10.82
2022-12-07,Western,3134.8,38.57,25.83,64.38,55.87,7.51,86.29,7.03
